time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-10T08:24:30.350Z,44.7833333,-111.2051667,7.03,1.55,ml,11,88,0.03315,0.18,uu,uu60334812,2019-08-12T14:34:18.600Z,"15km NNW of West Yellowstone, Montana",earthquake,0.54,0.92,0.226,3,reviewed,uu,uu
2019-08-10T08:24:22.260Z,35.8821667,-117.6913333,5.6,0.69,ml,12,84,0.09027,0.15,ci,ci38951352,2019-08-10T08:28:09.371Z,"20km ESE of Little Lake, CA",earthquake,0.32,1.07,0.293,7,automatic,ci,ci
2019-08-10T08:20:51.140Z,18.0798,-67.1568,30,1.44,md,3,247,0.0873,0.09,pr,pr2019222008,2019-08-10T12:44:17.572Z,"1km WSW of Cabo Rojo, Puerto Rico",earthquake,2.95,1.15,0.18,3,reviewed,pr,pr
2019-08-10T08:18:08.850Z,35.6461667,-117.437,5.24,0.98,ml,19,85,0.0218,0.16,ci,ci38951336,2019-08-10T08:21:51.955Z,"14km SSW of Searles Valley, CA",earthquake,0.29,0.38,0.116,12,automatic,ci,ci
2019-08-10T08:17:22.040Z,35.8643333,-117.6751667,8.38,0.87,ml,20,91,0.09171,0.13,ci,ci38951328,2019-08-10T08:20:56.951Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.74,0.078,10,automatic,ci,ci
2019-08-10T08:16:26.602Z,61.5795,-146.3267,21,1.6,ml,,,,0.59,ak,ak019a7a600f,2019-08-10T08:20:31.496Z,"50km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-10T08:14:56.270Z,35.603,-117.4353333,2.92,1.67,ml,27,70,0.0274,0.17,ci,ci38951320,2019-08-10T08:25:54.020Z,"18km S of Searles Valley, CA",earthquake,0.22,0.25,0.156,25,automatic,ci,ci
2019-08-10T08:13:50.910Z,35.9086667,-117.7281667,4.05,0.4,ml,8,103,0.08325,0.12,ci,ci38951312,2019-08-10T08:17:34.932Z,"16km E of Little Lake, CA",earthquake,0.3,1.15,0.134,4,automatic,ci,ci
2019-08-10T08:10:02.490Z,35.6108333,-117.4723333,8,0.92,ml,15,62,0.02,0.16,ci,ci38951296,2019-08-10T08:13:45.733Z,"18km E of Ridgecrest, CA",earthquake,0.39,0.54,0.155,7,automatic,ci,ci
2019-08-10T08:09:44.620Z,44.7793333,-111.2113333,7.02,1.73,ml,11,92,0.0305,0.21,uu,uu60334807,2019-08-12T14:26:02.820Z,"15km NNW of West Yellowstone, Montana",earthquake,0.67,1.05,0.016,2,reviewed,uu,uu
2019-08-10T08:01:36.590Z,35.6923333,-117.5471667,8.56,0.77,ml,15,125,0.07238,0.14,ci,ci38951272,2019-08-10T08:05:20.862Z,"14km NE of Ridgecrest, CA",earthquake,0.39,0.84,0.165,4,automatic,ci,ci
2019-08-10T08:00:50.510Z,35.6598333,-117.5101667,1.17,1.19,ml,20,83,0.06105,0.18,ci,ci38951264,2019-08-10T08:05:29.863Z,"15km SW of Searles Valley, CA",earthquake,0.26,0.46,0.181,16,automatic,ci,ci
2019-08-10T07:53:33.400Z,35.6541667,-117.5281667,1.51,0.94,ml,17,78,0.04626,0.13,ci,ci38951256,2019-08-10T07:57:11.809Z,"14km ENE of Ridgecrest, CA",earthquake,0.24,0.35,0.105,10,automatic,ci,ci
2019-08-10T07:52:55.560Z,35.6663333,-117.5013333,6.59,0.81,ml,16,107,0.06324,0.15,ci,ci38951248,2019-08-10T07:56:36.804Z,"14km SW of Searles Valley, CA",earthquake,0.34,0.66,0.121,8,automatic,ci,ci
2019-08-10T07:49:30.142Z,63.137,-149.4524,82.2,1.4,ml,,,,0.88,ak,ak019a79rn9y,2019-08-10T07:53:34.966Z,"37km SW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-08-10T07:49:29.824Z,60.063,-140.7426,15.7,1.4,ml,,,,0.62,ak,ak019a79rn92,2019-08-10T17:25:34.370Z,"80km NW of Yakutat, Alaska",ice quake,,0.3,,,automatic,ak,ak
2019-08-10T07:49:27.680Z,35.604,-117.473,7.85,1.34,ml,25,62,0.01662,0.18,ci,ci38951240,2019-08-10T07:53:10.781Z,"18km E of Ridgecrest, CA",earthquake,0.33,0.62,0.193,17,automatic,ci,ci
2019-08-10T07:48:43.640Z,33.5993333,-116.8041667,5.63,0.42,ml,20,74,0.03391,0.12,ci,ci38951232,2019-08-12T14:43:25.194Z,"13km WNW of Anza, CA",earthquake,0.28,0.5,0.274,10,reviewed,ci,ci
2019-08-10T07:45:27.540Z,38.8226662,-122.7763367,1.82,0.33,md,7,105,0.009269,0.01,nc,nc73246326,2019-08-10T08:00:03.787Z,"5km W of Cobb, CA",earthquake,0.65,0.76,0.23,2,automatic,nc,nc
2019-08-10T07:42:57.240Z,58.1276,-137.5882,0.8,2,ml,,,,1.13,ak,ak019a79q7cs,2019-08-10T07:46:12.716Z,"113km WSW of Gustavus, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-08-10T07:42:01.510Z,35.6663333,-117.436,2.44,1.42,ml,27,94,0.08101,0.17,ci,ci38951216,2019-08-10T07:52:34.910Z,"12km SSW of Searles Valley, CA",earthquake,0.26,0.42,0.122,19,automatic,ci,ci
2019-08-10T07:41:33.260Z,35.9741667,-117.564,2.49,0.81,ml,9,124,0.04908,0.12,ci,ci38951208,2019-08-10T07:45:13.182Z,"27km NNW of Searles Valley, CA",earthquake,0.34,0.4,0.087,7,automatic,ci,ci
2019-08-10T07:39:33.620Z,35.7333333,-117.5831667,9.92,0.77,ml,11,107,0.08305,0.13,ci,ci38951192,2019-08-10T07:43:18.171Z,"15km NE of Ridgecrest, CA",earthquake,0.36,0.75,0.194,7,automatic,ci,ci
2019-08-10T07:38:01.457Z,36.7226,-116.2611,1.9,-0.2,ml,22,66.19,0.04,0.2198,nn,nn00699392,2019-08-11T02:07:14.570Z,"49km ESE of Beatty, Nevada",earthquake,,7.3,0.2,10,reviewed,nn,nn
2019-08-10T07:36:00.090Z,35.6876667,-117.554,4.37,0.72,ml,12,122,0.06663,0.21,ci,ci38951176,2019-08-10T07:39:31.465Z,"13km NE of Ridgecrest, CA",earthquake,0.53,1.1,0.032,5,automatic,ci,ci
2019-08-10T07:35:10.284Z,41.6746,46.6255,10,4.9,mb,,84,2.089,0.54,us,us600053bb,2019-08-12T15:22:36.578Z,"4km NNW of Zaqatala, Azerbaijan",earthquake,8.8,1.9,0.06,88,reviewed,us,us
2019-08-10T07:33:13.440Z,36.105,-117.827,2.06,1.65,ml,16,108,0.02582,0.15,ci,ci38951168,2019-08-10T07:44:14.150Z,"13km ENE of Coso Junction, CA",earthquake,0.37,0.37,0.174,17,automatic,ci,ci
2019-08-10T07:28:52.990Z,17.8575,-66.731,15,1.75,md,7,254,0.2234,0.08,pr,pr2019222007,2019-08-10T12:43:58.820Z,"15km S of Tallaboa, Puerto Rico",earthquake,0.65,0.93,0.32,6,reviewed,pr,pr
2019-08-10T07:22:49.460Z,64.0073,-147.6396,0.1,1.1,ml,,,,0.58,ak,ak019a79lwfm,2019-08-10T07:25:45.993Z,"67km SSW of Salcha, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-10T07:21:51.710Z,35.9235,-117.7001667,1.67,1.38,ml,20,67,0.08084,0.19,ci,ci38951152,2019-08-10T07:25:34.386Z,"19km E of Little Lake, CA",earthquake,0.29,0.41,0.151,17,automatic,ci,ci
2019-08-10T07:18:42.450Z,33.8763333,-116.8431667,12.4,1.47,ml,82,29,0.05718,0.17,ci,ci38951144,2019-08-13T18:23:47.660Z,"6km SSE of Banning, CA",earthquake,0.12,0.36,0.139,62,reviewed,ci,ci
2019-08-10T07:09:09.040Z,35.8625,-117.7088333,0.01,0.42,ml,6,94,0.07051,0.19,ci,ci38951136,2019-08-10T07:12:48.314Z,"20km ESE of Little Lake, CA",earthquake,0.72,31.61,0.153,2,automatic,ci,ci
2019-08-10T06:53:03.580Z,35.6403333,-117.5556667,5.45,1.95,ml,29,70,0.02129,0.17,ci,ci38951112,2019-08-10T06:56:54.215Z,"11km ENE of Ridgecrest, CA",earthquake,0.24,0.85,0.117,25,automatic,ci,ci
2019-08-10T06:49:45.988Z,59.472,-152.6307,82.3,1.8,ml,,,,0.46,ak,ak019a7968w0,2019-08-10T06:54:45.959Z,"56km SW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-08-10T06:49:24.790Z,32.9215,-116.2501667,9.71,0.86,ml,26,97,0.1439,0.21,ci,ci38951096,2019-08-10T06:53:04.546Z,"27km SSW of Ocotillo Wells, CA",earthquake,0.36,1.15,0.163,13,automatic,ci,ci
2019-08-10T06:48:20.610Z,19.1706,-66.8775,23,2.5,md,17,234,0.7409,0.21,pr,pr2019222006,2019-08-10T13:00:17.040Z,"79km NNE of Isabela, Puerto Rico",earthquake,0.73,14.55,0.43,17,reviewed,pr,pr
2019-08-10T06:46:56.900Z,48.2475,-121.658,10.27,1.55,ml,10,85,,0.15,uw,uw61542951,2019-08-11T16:56:35.490Z,"4km WSW of Darrington, Washington",earthquake,0.51,2.89,0.113116555204753,3,reviewed,uw,uw
2019-08-10T06:46:31.570Z,38.8171654,-122.7958298,2.85,0.61,md,9,229,,0.03,nc,nc73246286,2019-08-10T07:03:04.527Z,"6km NW of The Geysers, CA",earthquake,0.82,0.67,0.35,2,automatic,nc,nc
2019-08-10T06:43:45.210Z,35.9115,-117.72,2.13,0.99,ml,15,78,0.08784,0.15,ci,ci38951088,2019-08-10T06:47:30.837Z,"17km E of Little Lake, CA",earthquake,0.25,0.41,0.121,12,automatic,ci,ci
2019-08-10T06:43:11.979Z,37.1606,71.5152,106.05,5.2,mww,,64,0.386,0.61,us,us600053at,2019-08-10T18:14:21.040Z,"29km WSW of Roshtqal'a, Tajikistan",earthquake,7,6.9,0.078,16,reviewed,us,us
2019-08-10T06:39:18.270Z,46.0525,-122.5285,-1.25,0.8,ml,6,336,,1.06,uw,uw61542931,2019-08-10T07:09:18.210Z,"17km NNW of Amboy, Washington",other event,16.26,31.61,0.292009453066745,3,reviewed,uw,uw
2019-08-10T06:35:49.550Z,18.0911,-67.2645,25,2.29,md,8,207,0.1765,0.23,pr,pr2019222005,2019-08-10T10:04:19.922Z,"8km WNW of Puerto Real, Puerto Rico",earthquake,0.82,1.49,0.14,7,reviewed,pr,pr
2019-08-10T06:33:20.940Z,35.5456667,-117.5285,4.38,2.2,ml,36,38,0.06124,0.17,ci,ci38951080,2019-08-10T06:43:58.540Z,"16km ESE of Ridgecrest, CA",earthquake,0.21,0.53,0.15,25,automatic,ci,ci
2019-08-10T06:32:05.720Z,35.8843333,-117.7086667,9.83,0.8,ml,12,68,0.08833,0.07,ci,ci38951072,2019-08-10T06:35:38.814Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.46,0.137,6,automatic,ci,ci
2019-08-10T06:31:38.710Z,18.2566,-66.5128,46,1.78,md,6,134,0.1935,0.19,pr,pr2019222004,2019-08-10T10:04:05.242Z,"9km ENE of Jayuya, Puerto Rico",earthquake,1.13,1.45,0.36,4,reviewed,pr,pr
2019-08-10T06:25:54.775Z,66.3202,-157.3926,10.6,1.1,ml,,,,0.49,ak,ak019a7914dx,2019-08-10T06:31:20.160Z,"69km SSW of Kobuk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-10T06:22:17.070Z,34.0106667,-117.1825,13.81,0.96,ml,37,60,0.1184,0.2,ci,ci38951056,2019-08-10T06:26:02.377Z,"5km S of Redlands, CA",earthquake,0.26,0.7,0.157,29,automatic,ci,ci
2019-08-10T06:21:21.350Z,35.6741667,-117.484,4.23,0.83,ml,16,100,0.04994,0.18,ci,ci38951048,2019-08-10T06:25:03.452Z,"13km SW of Searles Valley, CA",earthquake,0.33,0.73,0.101,8,automatic,ci,ci
2019-08-10T06:19:33.810Z,35.9268333,-117.7125,4.56,0.61,ml,13,60,0.08828,0.14,ci,ci38951040,2019-08-10T06:23:16.858Z,"18km E of Little Lake, CA",earthquake,0.3,0.67,0.195,5,automatic,ci,ci
2019-08-10T06:17:58.059Z,64.9699,-146.6154,22.3,0.9,ml,,,,1.1,ak,ak019a78zf15,2019-08-10T06:21:16.825Z,"40km NNE of Eielson Air Force Base, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-08-10T06:16:22.984Z,63.882,-149.9297,0,1.4,ml,,,,0.62,ak,ak019a78z4hg,2019-08-10T06:27:58.711Z,"47km W of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-10T06:15:47.540Z,54.0805,-166.0521667,4.26,-1.11,ml,5,272,0.0253,0.18,av,av70843049,2019-08-13T15:38:54.490Z,"19km WSW of Akutan, Alaska",earthquake,1.91,0.61,0.307,5,reviewed,av,av
2019-08-10T06:09:55.730Z,35.9525,-117.3786667,1.04,1.64,ml,24,70,0.0988,0.19,ci,ci38951024,2019-08-10T06:13:56.302Z,"21km N of Searles Valley, CA",earthquake,0.4,0.59,0.129,26,automatic,ci,ci
2019-08-10T06:09:27.760Z,35.6726667,-117.421,6.31,0.69,ml,7,231,0.0923,0.21,ci,ci38951016,2019-08-10T06:13:11.812Z,"11km S of Searles Valley, CA",earthquake,1.54,4.13,0.18,3,automatic,ci,ci
2019-08-10T06:08:36.850Z,46.2251666666667,-120.8165,-1.2,2.05,ml,7,302,,0.38,uw,uw61542891,2019-08-10T07:14:24.510Z,"39km SW of Wapato, Washington",other event,29.08,31.61,0.217587131939943,4,reviewed,uw,uw
2019-08-10T06:07:42.820Z,19.1861668,-155.49617,36.18,1.9,ml,54,86,0.04441,0.1,hv,hv71081542,2019-08-10T06:13:24.660Z,"2km SW of Pahala, Hawaii",earthquake,0.61,0.99,3.56,6,automatic,hv,hv
2019-08-10T06:07:31.100Z,36.1965,-118.1748333,0.57,1.16,ml,14,106,0.2546,0.23,ci,ci38951008,2019-08-10T06:11:02.287Z,"18km WSW of Olancha, CA",earthquake,0.51,1.77,0.161,12,automatic,ci,ci
2019-08-10T06:06:47.610Z,38.8230019,-122.8125,3.36,0.56,md,8,95,0.001935,0.02,nc,nc73246271,2019-08-10T06:43:03.401Z,"7km NW of The Geysers, CA",earthquake,0.72,1.66,,1,automatic,nc,nc
2019-08-10T06:02:29.290Z,18.0251,-68.0443,61,3,md,9,209,0.6697,0.25,pr,pr2019222003,2019-08-10T12:56:49.040Z,"70km SE of Boca de Yuma, Dominican Republic",earthquake,1.87,2.39,0.34,9,reviewed,pr,pr
2019-08-10T06:01:17.150Z,35.7188333,-117.5775,10.69,1.07,ml,17,118,0.09682,0.16,ci,ci38951000,2019-08-10T06:04:55.245Z,"14km NE of Ridgecrest, CA",earthquake,0.4,0.71,0.106,11,automatic,ci,ci
2019-08-10T06:01:09.376Z,62.2633,-151.0154,58.9,1.1,ml,,,,0.47,ak,ak019a78vvp5,2019-08-10T06:04:52.355Z,"47km W of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-08-10T05:57:26.930Z,38.8341675,-122.8118362,6.48,0.27,md,6,197,0.01084,0.02,nc,nc73246256,2019-08-10T06:22:02.269Z,"8km W of Cobb, CA",earthquake,2.45,6.7,0.2,2,automatic,nc,nc
2019-08-10T05:56:22.920Z,35.701,-117.5155,8.14,2.12,ml,32,71,0.08288,0.16,ci,ci38950992,2019-08-10T06:07:35.920Z,"12km SW of Searles Valley, CA",earthquake,0.25,0.71,0.096,25,automatic,ci,ci
2019-08-10T05:53:53.750Z,39.4691667,-123.3225,5.29,1.47,md,16,48,0.01161,0.07,nc,nc73246246,2019-08-13T05:55:02.694Z,"6km ENE of Brooktrails, CA",earthquake,0.23,0.28,0.208,16,reviewed,nc,nc
2019-08-10T05:46:35.380Z,38.8170013,-122.8181686,2.61,0.56,md,7,109,0.008986,0.02,nc,nc73246231,2019-08-10T06:01:03.147Z,"7km NW of The Geysers, CA",earthquake,0.48,1.32,,1,automatic,nc,nc
2019-08-10T05:46:00.260Z,35.7935,-117.6168333,10.1,0.89,ml,26,65,0.02719,0.17,ci,ci38950952,2019-08-12T19:03:03.721Z,"19km W of Searles Valley, CA",earthquake,0.25,0.5,0.253,7,reviewed,ci,ci
2019-08-10T05:42:48.020Z,35.9315,-117.3486667,26.17,1.16,ml,7,247,0.2054,0.15,ci,ci38950944,2019-08-10T05:46:27.573Z,"19km N of Trona, CA",earthquake,4.99,2.95,0.197,5,automatic,ci,ci
2019-08-10T05:38:46.179Z,36.76266667,-98.07333333,7,2.93,ml,101,110,0,0.17,ok,ok2019pofj,2019-08-12T13:35:21.185Z,"25km E of Cherokee, Oklahoma",earthquake,,0.4,0.2,39,reviewed,ok,ok
2019-08-10T05:31:34.810Z,36.0156667,-117.4141667,1.69,1.93,ml,20,125,0.1636,0.15,ci,ci38950912,2019-08-10T05:36:01.661Z,"28km N of Searles Valley, CA",earthquake,0.38,0.86,0.145,26,automatic,ci,ci
2019-08-10T05:31:10.170Z,35.6723333,-117.5221667,6.79,1.67,ml,28,100,0.06309,0.18,ci,ci38950904,2019-08-10T05:42:25.580Z,"15km ENE of Ridgecrest, CA",earthquake,0.3,0.64,0.16,27,automatic,ci,ci
2019-08-10T05:29:53.240Z,40.2911682,-124.4735031,19.63,2.17,md,11,278,0.1002,0.04,nc,nc73246226,2019-08-10T08:41:03.042Z,"16km WSW of Petrolia, CA",earthquake,1.67,0.35,0.05,8,automatic,nc,nc
2019-08-10T05:21:21.400Z,35.8638333,-117.6786667,9.46,1.31,ml,24,85,0.08156,0.13,ci,ci38950888,2019-08-10T05:25:04.328Z,"22km ESE of Little Lake, CA",earthquake,0.19,0.5,0.303,18,automatic,ci,ci
2019-08-10T05:20:24.300Z,36.4726667,-121.0403333,7.13,1.22,md,14,109,0.02243,0.15,nc,nc73246221,2019-08-14T00:00:03.439Z,"11km SE of Pinnacles, CA",earthquake,0.46,1,0.173,10,reviewed,nc,nc
2019-08-10T05:10:01.874Z,54.3943,-162.4921,10.4,1.9,ml,,,,0.54,ak,ak019a78cdps,2019-08-10T07:36:30.046Z,"78km SE of False Pass, Alaska",earthquake,,1,,,reviewed,ak,ak
2019-08-10T05:08:18.800Z,35.915,-117.7076667,2.19,0.96,ml,13,62,0.08845,0.23,ci,ci38950880,2019-08-10T05:12:01.557Z,"18km E of Little Lake, CA",earthquake,0.38,0.6,0.17,12,automatic,ci,ci
2019-08-10T05:07:30.200Z,32.841,-116.1326667,9.13,0.75,ml,17,87,0.05741,0.2,ci,ci37423221,2019-08-13T20:23:09.748Z,"18km NW of Ocotillo, CA",earthquake,0.39,0.9,0.123,7,reviewed,ci,ci
2019-08-10T05:07:28.280Z,33.4433333,-116.6415,7.3,-0.08,ml,18,101,0.05256,0.14,ci,ci38950872,2019-08-13T20:08:01.844Z,"13km SSE of Anza, CA",earthquake,0.27,0.54,0.073,9,reviewed,ci,ci
2019-08-10T05:07:09.970Z,45.8655,-111.3765,4.38,1.16,ml,10,97,0.307,0.12,mb,mb80356699,2019-08-10T13:27:32.250Z,"3km WNW of Manhattan, Montana",earthquake,0.49,9.43,0.013,2,reviewed,mb,mb
2019-08-10T05:06:17.120Z,32.867,-116.173,7.98,0.79,ml,14,80,0.09845,0.17,ci,ci38950864,2019-08-10T05:09:55.347Z,"22km NW of Ocotillo, CA",earthquake,0.37,1.58,0.252,9,automatic,ci,ci
2019-08-10T05:01:57.060Z,35.7223333,-117.5458333,3.98,0.8,ml,14,112,0.1019,0.15,ci,ci38950856,2019-08-10T05:05:37.994Z,"14km WSW of Searles Valley, CA",earthquake,0.35,1,0.135,8,automatic,ci,ci
2019-08-10T05:00:00.480Z,19.2176667,-155.5078333,32.67,1.66,md,17,178,0.1051,0.12,hv,hv71081432,2019-08-12T21:56:58.850Z,"3km WNW of Pahala, Hawaii",earthquake,0.77,0.98,0.057,7,reviewed,hv,hv
2019-08-10T04:58:56.810Z,35.9031667,-117.6996667,2.38,0.5,ml,8,95,0.08589,0.13,ci,ci38950776,2019-08-10T05:02:26.917Z,"19km E of Little Lake, CA",earthquake,0.29,0.55,0.072,4,automatic,ci,ci
2019-08-10T04:52:49.040Z,35.8568333,-117.6786667,2.3,0.74,ml,11,83,0.07765,0.19,ci,ci38950768,2019-08-10T04:56:33.192Z,"22km ESE of Little Lake, CA",earthquake,0.37,0.47,0.18,9,automatic,ci,ci
2019-08-10T04:48:19.180Z,18.5163,-68.7818,146,2.77,md,8,256,0.8738,0.01,pr,pr2019222002,2019-08-10T21:08:50.040Z,"9km NW of San Rafael del Yuma, Dominican Republic",earthquake,6.93,0.83,0.45,8,reviewed,pr,pr
2019-08-10T04:47:21.200Z,33.6483333,-116.707,13.85,0.27,ml,22,71,0.03446,0.13,ci,ci38950760,2019-08-13T16:09:22.114Z,"10km S of Idyllwild, CA",earthquake,0.28,0.47,0.049,5,reviewed,ci,ci
2019-08-10T04:46:32.260Z,35.8266667,-117.6491667,8.94,0.98,ml,18,75,0.04337,0.13,ci,ci38950752,2019-08-10T04:50:14.828Z,"23km N of Ridgecrest, CA",earthquake,0.27,0.55,0.138,11,automatic,ci,ci
2019-08-10T04:44:47.950Z,35.9348333,-117.7006667,4.58,0.39,ml,9,123,0.08032,0.13,ci,ci38950744,2019-08-10T04:48:15.812Z,"19km E of Little Lake, CA",earthquake,0.39,0.87,0.096,4,automatic,ci,ci
2019-08-10T04:41:33.280Z,54.0826667,-166.0653333,11.4,-1.01,ml,7,277,0.032,0.03,av,av70843044,2019-08-13T15:38:49.150Z,"20km WSW of Akutan, Alaska",earthquake,0.71,0.46,0.404,6,reviewed,av,av
2019-08-10T04:40:00.540Z,35.8908333,-117.7335,8.14,0.78,ml,8,100,0.08597,0.04,ci,ci38950736,2019-08-10T04:43:28.781Z,"16km ESE of Little Lake, CA",earthquake,0.22,0.66,0.078,3,automatic,ci,ci
2019-08-10T04:39:01.650Z,35.6405,-117.4508333,5.6,1.97,ml,31,69,0.03305,0.18,ci,ci38950728,2019-08-10T04:50:04.420Z,"15km SSW of Searles Valley, CA",earthquake,0.28,0.53,0.135,26,automatic,ci,ci
2019-08-10T04:37:50.313Z,53.6964,-165.9241,31.9,0.7,ml,,,,0.13,ak,ak019a77wt23,2019-08-10T07:31:27.460Z,"44km ESE of Unalaska, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2019-08-10T04:37:34.144Z,66.2335,-157.2052,0,1.3,ml,,,,0.74,ak,ak019a77ws5b,2019-08-10T04:46:25.470Z,"76km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-10T04:37:15.710Z,35.9018333,-117.7125,7.58,0.91,ml,15,62,0.09608,0.28,ci,ci38950712,2019-08-10T04:40:51.185Z,"18km ESE of Little Lake, CA",earthquake,0.57,1.72,0.109,9,automatic,ci,ci
2019-08-10T04:35:00.940Z,18.5878,-68.9503,115,2.57,md,6,199,0.7412,0.24,pr,pr2019222001,2019-08-10T21:01:11.040Z,"11km NNE of Guaymate, Dominican Republic",earthquake,2.48,1.71,0.44,6,reviewed,pr,pr
2019-08-10T04:31:10.770Z,35.9046667,-117.698,2.56,0.86,ml,11,65,0.08408,0.11,ci,ci38950696,2019-08-10T04:34:51.165Z,"19km E of Little Lake, CA",earthquake,0.22,0.37,0.177,10,automatic,ci,ci
2019-08-10T04:30:26.040Z,38.828167,-122.8440018,4.6,1.22,md,5,167,0.01235,0.01,nc,nc73246196,2019-08-10T07:44:02.765Z,"10km NW of The Geysers, CA",earthquake,0.93,2.14,0.76,2,automatic,nc,nc
2019-08-10T04:16:44.718Z,35.2285,-107.9241,5,2.8,ml,,84,1.235,1.02,us,us6000539i,2019-08-10T04:26:22.040Z,"7km NNW of Milan, New Mexico",earthquake,5.2,2,0.053,46,reviewed,us,us
2019-08-10T04:16:42.340Z,35.6345,-117.4661667,4.07,1.99,ml,33,52,0.04096,0.18,ci,ci38950672,2019-08-10T04:27:56.590Z,"16km SSW of Searles Valley, CA",earthquake,0.25,0.46,0.161,27,automatic,ci,ci
2019-08-10T04:15:32.303Z,37.3268,-114.8061,5,1.4,ml,7,233.49,0.211,0.3281,nn,nn00699391,2019-08-11T02:07:10.887Z,"32km E of Alamo, Nevada",earthquake,,0,0.63,2,reviewed,nn,nn
2019-08-10T04:14:05.200Z,35.6596667,-117.4413333,2.61,0.96,ml,17,74,0.01537,0.15,ci,ci38950664,2019-08-10T04:17:42.523Z,"12km SSW of Searles Valley, CA",earthquake,0.25,0.3,0.099,9,automatic,ci,ci
2019-08-10T04:06:07.070Z,36.1965,-117.8818333,1.98,1.34,ml,19,105,0.08173,0.23,ci,ci38950640,2019-08-10T04:09:36.603Z,"15km SE of Olancha, CA",earthquake,0.42,0.77,0.097,16,automatic,ci,ci
2019-08-10T04:01:54.450Z,63.3312,-149.4732,12.9,0.6,ml,,,,0.55,ak,ak019a77p3r2,2019-08-10T07:25:45.422Z,"26km WSW of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-08-10T03:57:09.200Z,38.791832,-122.7275009,1.6,2.07,md,31,41,,0.07,nc,nc73246156,2019-08-10T07:02:02.537Z,"3km ENE of The Geysers, CA",earthquake,0.19,0.3,0.15,13,automatic,nc,nc
2019-08-10T03:55:03.110Z,36.2,-118.1708333,4.87,1.21,ml,13,105,0.2503,0.14,ci,ci38950632,2019-08-10T03:58:47.417Z,"17km WSW of Olancha, CA",earthquake,0.35,2.63,0.151,11,automatic,ci,ci
2019-08-10T03:52:36.730Z,38.776001,-122.7285004,1.47,1.15,md,17,92,,0.04,nc,nc73246146,2019-08-10T06:47:03.425Z,"2km E of The Geysers, CA",earthquake,0.27,0.41,0.07,6,automatic,nc,nc
2019-08-10T03:50:26.400Z,36.1833333,-117.8736667,2.18,0.9,ml,8,209,0.06736,0.12,ci,ci38950624,2019-08-10T03:54:07.344Z,"16km SE of Olancha, CA",earthquake,0.76,0.43,0.252,7,automatic,ci,ci
2019-08-10T03:45:55.840Z,33.6013333,-116.801,5.43,0.14,ml,8,125,0.03173,0.06,ci,ci38950616,2019-08-12T14:44:30.198Z,"13km WNW of Anza, CA",earthquake,0.42,0.37,0.027,3,reviewed,ci,ci
2019-08-10T03:45:35.100Z,35.8645,-117.7116667,2.47,0.43,ml,8,75,0.07061,0.23,ci,ci38950608,2019-08-10T03:49:12.208Z,"19km ESE of Little Lake, CA",earthquake,0.53,0.84,0.085,4,automatic,ci,ci
2019-08-10T03:42:38.510Z,38.8373337,-122.838501,1.62,0.71,md,19,81,,0.06,nc,nc73246141,2019-08-10T04:01:03.405Z,"10km NW of The Geysers, CA",earthquake,0.25,0.49,0.12,5,automatic,nc,nc
2019-08-10T03:42:35.750Z,35.7016667,-117.585,8.17,0.83,ml,14,117,0.0805,0.11,ci,ci38950600,2019-08-10T03:46:09.601Z,"12km NE of Ridgecrest, CA",earthquake,0.31,0.79,0.174,7,automatic,ci,ci
2019-08-10T03:41:22.001Z,7.5748,-37.0715,10,5.1,mb,,48,13.365,1.09,us,us6000539a,2019-08-12T17:20:23.040Z,"Central Mid-Atlantic Ridge",earthquake,10.2,1.9,0.027,454,reviewed,us,us
2019-08-10T03:35:58.260Z,35.6746667,-117.48,2.06,0.97,ml,15,121,0.04684,0.16,ci,ci38950592,2019-08-10T03:39:39.246Z,"12km SSW of Searles Valley, CA",earthquake,0.28,0.36,0.162,10,automatic,ci,ci
2019-08-10T03:28:29.920Z,69.7327,-143.8795,12.8,1.8,ml,,,,0.86,ak,ak019a779esp,2019-08-10T03:40:10.140Z,"45km SSW of Kaktovik, Alaska",earthquake,,0.2,,,automatic,ak,ak
